track_id,first_seen,store_entry_time,store_exit_time,last_seen,zone_id,current_zone,current_dwell_seconds,total_dwell_seconds,zone_dwell_seconds,zone_visits
1,2026-09-11T23:30:50.941285+05:30,2026-09-11T23:30:50.941285+05:30,,2026-09-11T23:31:25.556579+05:30,3a4fc350-dc2f-42c6-b4df-99ff26e4863a,Zone 1,34.615294,34.615294,{},[]
2,2026-09-11T23:31:10.724995+05:30,2026-09-11T23:31:10.724995+05:30,,2026-09-11T23:31:25.556579+05:30,3a4fc350-dc2f-42c6-b4df-99ff26e4863a,Zone 1,14.831584,14.831584,{},[]
