track_id,first_seen,store_entry_time,store_exit_time,last_seen,zone_id,current_zone,current_dwell_seconds,total_dwell_seconds,zone_dwell_seconds,zone_visits
1,2026-09-12T00:05:15.656874+05:30,2026-09-12T00:05:15.656874+05:30,,2026-09-12T00:05:33.184191+05:30,3a4fc350-dc2f-42c6-b4df-99ff26e4863a,Zone 1,17.527317,17.527317,{},[]
